"2015
shs’000
2,383,297
(1,274,514)"
"1,108,783
37,664
12,222
53,832
64,933
(938,211)
(143,796)
(79,405)
25,573"
"141,595
(27,845)"
"113,750"
"(13,182)"
"100,568"
0.92
