"Notes (continued)
5 Segment information (continued)
5 (b) Results by geographical area (continued)
Reconciliation of reportable assets and liabilities
GROUP",Column,Column,Column,Column
"Assets
Total assets for reportable segments
Elimination of inter-branch balances with South Sudan
Entity’s assets
Liabilities
Total liabilities and equities for reportable segments
Elimination of inter-branch balances with South Sudan
Entity's liabilities and equities",,,"2021
KShs Million","2020
KShs Million"
,,,"350,330
(21,458)","338,368
(9,775)"
,,,"328,872","328,593"
,,,"350,331
(21,458)","338,368
(9,775)"
,,,"328,873","328,593"
6 Interest income GROUP COMPANY,,,,
"Loans and advances to customers
Financial assets – (FVOCI)
Financial assets – (amortised cost)
Placements and other bank balances","2021
KShs Million","2020
KShs Million","2021
KShs Million","2020
KShs Million"
,"15,524
2,131
2,493
419","14,975
2,149
2,380
798","-
-
-
4","-
-
-
1"
,"20,567","20,302",4,1
7 Interest expense,,,,
"Current accounts
Savings and term deposit accounts
Deposits and placements from other banks
Interest on borrowed funds
Interest expense on lease liabilities (Note 3","1,424
4,207
211
242
1 ) 110","1,556
4,664
567
547
173","-
-
-
-
-","-
-
-
-
-"
,"6,194","7,507",-,-
Net interest income,"14,373","12,795",4,1
"All interest income reported above relates to financial assets not carried at fair value through profit or loss and all
interest expense reported relates to financial liabilities not carried at fair value through profit or loss.",,,,
