Attributable to equity holders,Column,Column,Column,Column,Column
"Share
Capital","Share
Premium","Other
Reserves","Retained
Earnings","Proposed
Dividends",Total Equity
KShs’000,KShs’000,KShs’000,KShs’000,KShs’000,KShs’000
"1,976,608","16,897,389","444,709","12,506,196","600,889","32,425,791"
-,-,-,"5,686,661",-,"5,686,661"
-,-,"(135,146)","(126,353)",-,"261,499"
-,-,-,"(375,556)","(600,889)","(976,445)"
-,-,-,"(2,055,673)","2,055,673",-
-,-,"20,685",-,-,"20,685"
,-,"20,685","(2,431,229)","1,454,784","(955,760)"
"1,976,608","16,897,389","330,248","15,635,275","2,055,673","36,895,193"
