2016,Column,2016
KShs'000,,KShs'000
,"14,667,896",
"17,127,042",,"22,451"
"(6,266,995)","(5,364,849)",-
"10,860,047","9,303,047","22,451"
"(1,751,812)","(907,305)",-
"9,108,235","8,395,742","22,451"
"3,242,504","3,392,725",-
"(337,539)","(323,723)",-
"2,904,965","3,069,002",-
,"4,306,531
265,695",
"4,723,253",,-
"29,093",,"2,846,066"
"4,752,346","4,572,226","2,846,066"
"16,765,546","16,036,970","2,868,517"
,"(5,035,142)
(3,096,194)
(503,832)
(42,388)",
"(5,440,584)",,-
"(3,543,883)",,"(28,838)"
"(517,500)",,-
"(1,214,493)",,(456)
"(10,716,460)","(8,677,556)","(29,294)"
,"7,359,414
(2,453,680)",
"6,049,086",,"2,839,223"
"(1,630,497)",,"(6,664)"
"4,418,589","4,905,734","2,832,559"
,12.41,
11.18,,7.17
