Column,"8,621,228
52,927,189
2,472,191
21,070,970
115,587,723
-
3,397,362
9,349,759
1,407,363
113,547
5,995,766",Column,"6,962,668
52,920,801
2,472,186
10,422,273
115,734,638
-
3,323,127
9,349,759
1,415,062
79,582
3,649,740",Column
"8,966,331",,"7,946,940",,"1,019,391"
"76,244,872",,"76,244,877",,-
"2,391,101",,"2,391,055",,46
"19,741,699",,"8,522,015",,"11,219,684"
"130,646,725",,"130,642,006",,"4,719"
"17,500",,"17,500",,-
"3,663,273",,"3,600,449",,"62,824"
"9,349,759",,"9,349,759",,-
"2,444,394",,"2,444,394",,-
"83,025",,"63,661",,"19,364"
"5,622,747",,"5,565,068",,"57,679"
"259,171,430","220,943,098","246,787,723","206,329,837","12,383,707"
,"119,903,557
40,587,445
1,402,810
3,867,718
3,061,063
3,986,138
8,568,831
-",,"114,455,541
35,919,602
1,402,810
3,059,755
3,867,718
3,986,138
3,849,696
-",
"154,660,772",,"146,647,348",,"8,013,424"
"46,759,668",,"45,941,810",,"817,858"
-,,-,,-
"362,630",,"362,630",,-
"2,427,563",,"2,427,562",,1
"3,989,243",,"3,989,243",,-
"7,977,140",,"5,247,823",,"2,729,317"
"38,859",,-,,"38,859"
"216,215,875","180,802,224","204,616,416","166,541,260","11,599,459"
"42,955,555","40,140,874","42,171,307","39,788,577","784,248"
"259,171,430","220,943,098","246,787,723","206,329,837","12,383,707"
