23.1,Reconciliation of expected credit losses for loans and advances to banks measured at amortised cost:,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column
,,,,Income statement movements,,,,,,,
,,"Opening
ECL
1 Jan
2022","Total
transfers
between
stages","ECL
on new
exposure
raised","Change
in ECL
due to
modifi-
cations","Subse-
quent
changes
in ECL","Change
in ECL
due to
derecog-
nition","Net ECL
raised/
(released)1","Impair-
ment
accounts
writ-
ten-off","Exchange
and other
move-
ments","Closing
ECL
31 Dec
2022"
,,KShs,KShs,KShs,KShs,KShs,KShs,KShs,KShs,KShs,KShs
,BANKS,,,,,,,,,,
,Stage 1,1,-,-,-,-,-,-,-,(1),-
,Total,1,-,-,-,-,-,-,-,(1),-
,"1 Net impairments raised/(released) less recoveries of amounts written off in previous years equals impairment charge in statement
of profit or loss (refer credit impairment charges note).",,,,,,,,,,
