"Notes (continued)
38 Deferred income tax asset/ (liability)
38 (a) Deferred income tax asset/ (liability)",Column,Column,Column,Column,Column,Column
Kenya operations GROUP COMPANY,,,,,,
"Note
At start of year
(Debit) /credit to statement of profit
16
or loss
Credit to statement of profit or loss -
Foreign operations
38 (b)
` Credit/ debit to OCI
Exchange difference on translation
At 31 December",,,"2024
KShs Million","2023
KShs
Million","2024
KShs
Million","2023
KShs Million"
,,,"9 ,287
(81)
7
(207)
(63)","7,232
1,899
69
87
-","-
-
-
-
-","-
-
-
-
-"
,,,"8,943","9,287",-,-
"Year ended 31 December 2023
Arising from:
Property and equipment
Unrealised gain on bonds- FVOCI
Unrealised gain on bonds- FVTPL
Right-of-use assets
Impairment charges on loans and
advances
Other provisions",,"(Credited)/
charged to Charge to Translation
01.01.2024 31.12.2024
statement of SOCI difference
profit or loss
KShs KShs
KShs Million KShs Million KShs Million
Million Million",,,,
,,"1 ,095 (82) - - 1 ,013
( 15) - (207) - ( 222)
2 26 (337) - - ( 111)
1 55 (180) - - ( 25)
6 ,351 193 - 6 ,544
-
1 ,464 325 - - 1 ,789",,,,
,Group intangible assets,( 70) - - - ( 70),,,,
"Unrealised gain on South Sudan paid
up capital
Exchange difference on translation
South Sudan deffered tax asset",,"( 8) - - - ( 8)
( 9) - - (63) ( 72)
9 8 7 - - 1 05",,,,
,Net deferred asset,"9,287 (74) (207) (63) 8,943",,,,
