20 960 926,"19 247 721
(7 118 076)",11 617 708,"11 322 422
(4 910 442)",9 343 218
(7 613 186),,(5 185 038),,(2 428 148)
13 347 740,"12 129 645
(2 064 462)",6 432 670,"6 411 980
(809 143)",6 915 070
(3 150 559),,(1 575 258),,(1 575 301)
10 197 181,"10 065 183
4 997 605
(442 225)",4 857 412,"5 602 837
2 244 668
(125 035)",5 339 769
5 652 635,,2 661 619,,2 991 016
(545 202),,(190 211),,(354 991)
5 107 433,"4 555 380
5 350 670
40 938
26 288
891",2 471 408,"2 119 633
5 350 670
40 938
21 382
891",2 636 025
5 386 939,,5 386 939,,-
172 942,,172 942,,-
48 760,,48 760,,-
716 999,,709 093,,7 906
6 325 640,5 418 787,6 317 734,5 413 881,7 906
21 630 254,20 039 350,13 646 554,13 136 351,7 983 700
(6 633 135),"(5 840 859)
(667 536)
-
(4 486 990)
(96 208)",(2 875 792),"(2 443 280)
(261 711)
-
(2 313 094)
(94 745)",(3 757 343)
(704 364),,(245 936),,(458 428)
(357 470),,(60 485),,(296 985)
(6 076 275),,(3 716 706),,(2 359 569)
(149 246),,(57 655),,(91 591)
7 709 764,8 947 757,6 689 980,8 023 521,1 019 784
(1 329 148),(2 670 591),(1 357 702),(2 354 547),28 554
6 380 616,6 277 166,5 332 278,5 668 974,1 048 338
