15,CASH AND BALANCES WITH CENTRAL BANK OF KENYA,Column,Column,Column,Column
,,GROUP,,BANK,
,,2004,2003,2004,2003
,,Sh'OOO,Sh'OOO,Sh'OOO,Sh'OOO
,Cashon hand,"130,219","141,690","130,217","122,634"
,Balances with Central Bank of,,,,
,Kenya: Cashratio requirement,"805,319","622,480","805,319","622,480"
,Other,"31,575","4,697","31,575","4,697"
,,"967,113","768,867",967;111,"749,811"
