"Notes (continued)
5 Segment information (continued)
5 (b) Results by geographical area (continued)
Reconciliation of reportable assets and liabilities
GROUP",Column,Column,Column,Column
"Assets
Total assets for reportable segments
Elimination of inter-branch balances with South Sudan
Entity’s assets
Liabilities
Total liabilities and equities for reportable segments
Elimination of inter-branch balances with South Sudan
Entity's liabilities and equities",,,"2024
KShs Million","2023
KShs Million"
,,,"475,544
(20,710)","483,503
(24,219)"
,,,"454,834","459,284"
,,,"4 75,544
(20,710)","483,503
(24,219)"
,,,"4 54,834","459,284"
6 Interest income GROUP COMPANY,,,,
"Loans and advances to customers
Financial assets – (FVOCI)
Financial assets – (amortised cost)
Placements and other bank balances","2024
KShs Million","2023
KShs Million","2024
KShs Million","2023
KShs Million"
,"35,952
3,100
3,016
6,097","29,469
2,530
2,547
3,396","-
-
-
25","-
-
-
16"
,"48,165","37,942",25,16
"Interest income and interest expense calculated using the effective interest method
7 Interest expense",,,,
"Current accounts
Savings and term deposit accounts
Deposits and placements from other banks
Interest on borrowed funds (Note 35)
Interest expense on lease liabilities (Note 31)","4,502
17,087
1,061
1,062
116","2,624
7,928
537
1,084
121","-
-
-
-
-","-
-
-
-
-"
,"23,828","12,294",-,-
Net interest income,"24,337","25,648",25,16
"All interest income reported above relates to financial assets not carried at fair value through profit or loss and all
interest expense reported relates to financial liabilities not carried at fair value through profit or loss.",,,,
