17 251 087,Column,-
34 159 611,,-
21 028 242,,-
14 890 068,,-
1 611 661,,-
38 378 001,,136 851
152 816 570,,-
4 911 019,,20 000
17 500,,18 217 512
2 301 693,,-
45 041,,-
1 024 310,,-
9 349 759,,-
1 315 356,,-
-,,15 349
4 397 153,,-
127 521,,-
303 624 592,290 570 254,18 389 712
,"1 881 658
10 040 568
27 909 239
191 584 675
7 064 013
6 426 698
1 039 983
-
-
-",
2 756 760,,-
1 486 826,,-
30 450 594,,-
194 222 319,,-
9 127 015,,-
14 725 225,,130 010
397 781,,-
25 273,,-
1 370 953,,-
27 081,,-
254 589 827,245 946 834,130 010
,"1 976 608
16 897 389
(83 175)
24 429 206
1 403 392",
1 976 608,,1 976 608
16 897 389,,16 897 389
(162 566),,-
28 030 465,,(2 907 164)
2 292 869,,2 292 869
49 034 765,44 623 420,18 259 702
303 624 592,290 570 254,18 389 712
