"Notes (continued)
36 Other liabilities and accrued expenses
36 (a) Other liabilities and accrued expenses
Group Company",Column,Column,Column,Column,Column,Column
"Note
Accruals
Deferred bonus scheme 36 (b)
Unpresented bank drafts
Margin on guarantees and
letters of credit
Items in transit
Due to group companies 42 (h)
Sundry creditors
Expected credit losses on off
43 (c)
balance sheet items
Other operating costs",,,"2021
KShs Million","2020
KShs Million","2021
KShs Million","2020
KShs Million"
,,,"2,909
103
73
1,287
194
934
1,491
158
-","2988
79
56
1,321
59
426
1511
141
-","15
-
-
-
-
-
114
-
-","11
-
-
-
-
-
133
-
-"
,,,"7,149","6,581",129,144
"Sundry creditors relate to accounts payable, credits in transit, PAYE and VAT payables.",,,,,,
36 (b),Deferred bonus scheme (DB,S),,,,
"It is essential for the Group to retain key skills over the longer term. This is done particularly through share-
basedincentiveplans.ThepurposeoftheseplansistoaligntheinterestsoftheGroupandemployees,aswell
as to attract and retain skilled, competent people.
The Group has implemented a scheme to defer a portion of incentive bonuses over a minimum threshold for
key management and executives. This improves the alignment of shareholder and management interests by
creating a closer linkage between risk and reward, and also facilitates retention of key employees.
All employees granted an annual performance award over a threshold have part of their award deferred. The
award is indexed to Standard Bank Group's (SBG) share price and accrues notional dividends during the
vesting period, which are payable on vesting. The awards vest in three equal amounts at 18 months, 30
months and 42 months from the date of award. The final pay-out is determined with reference to SBG’s share
price on vesting date.",,,,,,
"Reconciliation
Units outstanding at beginning of the year
Granted
Exercised
Lapsed
Transfers
Units outstanding at end of the year",,,,,"Units
2021","Units
2020"
,,,,,"66,834
8,294
(16,304)
-
(31,329)","59,152
32,923
(25,762)
-
521"
,,,,,"27,495","66,834"
"Weighted average fair value at grant date (ZAR)*
Expected life (years)",,,,,"1 42.00
2.51","152.64
2.51"
* South African Rand,,,,,,
