Value Addition,2022,2021,2020,2019,2018
,"40,173",,,,
,"(19,161)",,,,
,(391),,,,
,"20,621",,,,
,"(7,279)",,,,
,"(3,112)",,,,
,"(4,981)",,,,
,"(4,079)",,,,
,"(1,079)",,,,
,(91),,,,
,"(20,621)",,,,
