Column,Column,Number of,Shareholding
Name,,shares held,(%)
Stanbic Africa Holdings Ltd. (UK),,"163,715,735",41.41
CfC Stanbic Nominees (K) Ltd non-resident account 00901,,"73,477,246",18.59
African Liason and Consultant Services Ltd,,"43,063,683",10.89
Standard Chartered Nominees non-resident account,,,
9866,,"19,375,083",4.90
Standard Chartered nominees non-resident A/C,,,
9867,,"16,024,572",4.05
Sovereign Trust Ltd,,"10,745,554",2.72
Standard Chartered nominees non-resident A/C,,,
KE9053,,"8,432,533",2.13
Archer & Wilcock Nominees Limited,,"6,125,000",1.55
Kingsway Nominees Ltd,,"5,198,498",1.32
The Permanent Secretary to the Treasury of Kenya,,,
(on behalf of the Government of Kenya),,"4,342,548",1.10
,Number of,Number of,Shareholding
,shareholders,shares held,(%)
1 – 500,"1,491","301,348",0.08%
"501 – 1,000",494,"408,725",0.10%
"1001 – 5,000",838,"1,914,460",0.48%
"5,001 – 10,000",402,"2,929,480",0.74%
"10,001 – 50,000",307,"6,090,968",1.54%
"50,001 – 100,000",61,"4,173,950",1.06%
"100,001 – 500,000",56,"11,666,564",2.95%
"500,001 – 1,000,000",7,"4,208,384",1.07%
"Over 1,000,000",17,"363,627,759",91.98%
Total,"3,673","395,321,638",100.00%
