Responses,Column,Column
"Application - FA, PA or NA
- See Notes 1, 2, 3, & 4",Application or Explanation - Note 2,Source of Information
FA,"The independent Governance Auditor, TripleOkLaw
Advocates, conducted the Governance Audit for the years
2018 and 2019 and issued the report. This was approved by
the Board on 27 February 2020, as necessitated under
Section 7.18 and 7.19 of the Board Mandate. Further, the
Governance Auditor issued an opinion (included in the 2019
Annual Integrated Report) stating that the Board has put in
place effective, appropriate and adequate governance
structures in the organisation which are in compliance with
the legal and regulatory framework in relation to corporate
governance and in line with good governance practices for the
interest of stakeholders, for the years ended 31 December
2018 and 31 December 2019.","Governance Audit Report, 2019 Annual Integrated Report,
Board Audited Committee meeting Minutes held on 26
February 2020 and Board Meeting Minutes for the meeting
held on 27 February 2020."
FA,"Yes. This is contained in the Articles of Association. The
Company’s Code of Ethics goes a step further to emphasise
the need to treat all shareholders fairly. Further, the Board has
Independent Non-Executive Directors with the fiduciary duty
to protect the interests of all shareholders and ensure that all
shareholders are treated equitably.","Articles of Association and Group Code of Ethics available on
the Company’s website."
FA,"All shareholders are given equal notice of general meetings
and have an equal right to vote. Notices are given to all
shareholders as required by law. Where an investor is unable
to physically attend such meetings, they are allowed to attend
by proxy. We also have Investor briefing twice a year after
release of the company’s financials. All investors are allowed
to access information pertinent to them, including the Annual
Integrated Report on the Company’s website, as well as at the
Shares Registrar and Company Secretary’s offices.","2019 Annual Integrated Report, and Company’s website, AGM
Minutes, media briefing available on print and electronic
media."
FA,"Public notices are issued through two daily national
newspapers, registered mail for shareholders in the diaspora,
text messages and the Company’s website within the
stipulated time. The abridged audited financial statements
are included in the notices sent by mail and published in the
newspapers. The full audited financial statements are
available on the Company’s website. The AGM venue is
accessible and sufficient notice is provided as to the venue.
The AGM proceedings encourage active participation by
shareholders during the meeting and sufficient time is
allocated for that. Those unable to attend physically may do
so by proxy.","AGM Notices published in print media, the Company’s
website, NSE website, records of registered mail and text
messages."
FA,"Yes, they are. minority and foreign shareholders hold the
same class of shares, ordinary shares, and are treated
equitably. The Articles of Association set out the rights of
shareholders.",Articles of Association published on the Company’s website.
FA,"Yes, all material information is published within the time
stipulated by law, the evidence is in the media publications, on
the Company website and on the Nairobi Securities Exchange
(NSE) website. Further, there are 2 investor briefings held
every year.","Media records, Company’s website, NSE website,
correspondence with CMA and NSE."
FA,"Yes. As part of our engagement with stakeholders, we have
identified the environmental, social and governance issues
presenting significant
risks and opportunities to our business, and our ability to
create value. Prioritised themes for
disclosure and engagement with stakeholders are contained
in the 2019 Annual Integrated Report and reflected on the
Company website. These issues are also covered in the Group
Code of Ethics. Further, the Group Stakeholder Engagement
Guidelines have also been approved by the Board and
adopted and made available on the Company’s website.","The Company’s website, 2019 Annual Integrated Report,
Group Code of Ethics and Group Stakeholder Engagement
Guidelines."
FA,"Yes, through the Articles of Association. Further, the
necessary policies and procedures have been implemented in
the Company’s subsidiaries. A Group Stakeholder
Engagement Guideline is in place and available on the
Company’s website.","Articles of Association and Group Stakeholder Engagement
Guideline are available on Company’s website."
