Column,"17,127,042
(6,266,995)",Column,"17,123,205
(6,266,993)",Column
"16,608,233",,"16,607,079",,"1,154"
"(5,963,952)",,"(5,960,491)",,"(3,461)"
"10,644,281","10,860,047
(1,751,812)","10,646,588","10,856,212
(1,342,006)","(2,307)"
"(2,761,325)",,"(3,009,644)",,"248,319"
"7,882,956","9,108,235","7,636,944","9,514,206","246,012"
,"3,242,504
(337,539)",,"2,851,357
(313,385)",
"4,348,008",,"3,759,548",,"588,460"
"(401,215)",,"(396,089)",,"(5,126)"
"3,946,793","2,904,965","3,363,459","2,537,972","583,334"
,"4,723,253
29,093",,"3,299,363
29,093",
"4,403,510",,"3,943,475",,"460,035"
"69,805",,"69,799",,6
"4,473,315","4,752,346","4,013,274","3,328,456","460,041"
"16,303,064","16,765,546","15,013,677","15,380,634","1,289,387"
"(5,735,195)","(5,440,584)
(517,500)
(4,758,376)
-","(5,454,906)","(5,110,751)
(510,200)
(3,196,335)
-","(280,288)"
"(612,933)",,"(606,974)",,"(5,959)"
"(4,268,006)",,"(3,876,440)",,"(391,566)"
"(285,682)",,"(58,678)",,"(227,004)"
"5,401,248","6,049,086","5,016,677","6,563,348","384,570"
,"(1,630,497)",,"(1,618,470)",
"(1,091,754)",,"(1,065,551)",,"(26,203)"
"4,309,494","4,418,589","3,951,126","4,944,878","358,368"
