Jun-24,Jun-23,% Change
KES m,KES m,
"12,553",,
"7,558",,
"20,111",,
"(8,126)",,
"11,985",,
"(1,956)",,
"10,029","9,735",3%
"(2,815)",,
"7,214","7,051",2%
