"Income statement
Interest income
Interest expense
Net interest income
Credit impairment losses
Net income after credit impairment losses
Fees and commission income
Fees and commission expense
Net fees and commission income
Trading income
Net other operating income
Net trading and other income
Total income
Employee benefits expense
Depreciation and amortisation expense
Administrative expenses
Finance costs
Profit before income tax
Income tax expense
Profit for the year","Total
KShs'000
2018","Total
KShs'000
2017","CIB
KShs'000
2018","CIB
KShs'000
2017","PBB
KShs'000
2018","PBB
KShs'000
2017"
,"19,209,386
(7,157,013)","16,592,500
(6,004,664)","11,284,087
(4,932,370)","9,512,287
(3,839,711)","7 ,925,299
(2,224,643)","7 ,080,213
(2,164,953)"
,"12,052,373
(2,064,462)","10,587,836
(2,761,325)","6,351,717
(809,143)","5,672,576
(1,982,801)","5 ,700,656
(1,255,319)","4 ,915,260
(778,524)"
,"9,987,911
4,445,085
(430,944)","7,826,511
3,947,733
(401,215)","5,542,574
1,941,363
(114,234)","3,689,775
1,796,246
(121,364)","4 ,445,336
2 ,503,722
(316,710)","4 ,136,736
2 ,151,487
(279,851)"
,"4,014,141
5,391,607
19,299","3,546,518
4,403,262
109,980","1,827,129
5,391,607
14,393","1,674,882
4,403,135
66,050","2 ,187,012
-
4,906","1 ,871,636
127
4 3,930"
,"5,410,906","4,513,242","5,406,000","4,469,185","4,906","4 4,057"
,"19,412,958","15,886,271","12,775,703","9,833,842","6 ,637,255","6 ,052,429"
,"(5,651,978)
(607,217)
(4,274,966)
(93,579)","(5,569,321)
(557,245)
(4,063,303)
(283,452)","(2,313,307)
(224,025)
(2,207,534)
(92,746)","(2,378,495)
(304,020)
(2,006,089)
(283,452)","(3,338,671)
(383,192)
(2,067,432)
(833)","(3,190,826)
(253,225)
(2,057,214)
-"
,"8,785,218","5,412,950","7,938,090","4,861,786","8 47,128","5 51,164"
,"(2,609,146)","(1,073,814)","(2,322,139)","(888,840)","(287,007)","(184,974)"
,"6,176,072","4,339,136","5,615,951","3,972,946","5 60,121","3 66,190"
