"2013
KShs’000",Column,"2013
KShs’000"
"10,336,492
(2,794,378)","11,653,458
(5,110,671)","1,092
-"
"7,542,114","6,542,787","1,092"
"(766,601)","(635,429)",-
"6,775,513","5,907,358","1,092"
"3,189,124
(308,398)","2,718,045
(174,846)","-
-"
"2,880,726","2,543,199",-
"5,659,242
121,000","4,973,862
32,496","-
250,000"
"8,660,968","7,549,557","250,000"
"15,436,481","13,456,915","251,092"
"(4,030,095)
(623,358)
(3,559,023)","(3,543,387)
(639,344)
(4,686,096)","-
(60)
46,445"
"(8,212,476)","(8,868,827)","46,385"
"7,224,005
(2,096,849)","4,588,088
(1,578,197)","297,477
-"
"5,127,156","3,009,891","297,477"
"5,127,156
-","3,009,891
-","297,477
-"
"5,127,156","3,009,891","297,477"
12.97,9.90,0.75
"249,053
600,889","200,000
-","249,053
600,889"
"849,942","200,000","849,942"
