M,B.18,"Has the Board adopted a policy on
managing conflict of interest?",2.3.8,FA,"Yes this is contained in the Board
mandate and in the Company's
Articles of Association."
M,B.19,"Has the Board adopted a policy on
related party transactions to
protect the interests of the
company and all its shareholders
and which meets the requirements
of the Code?",2.3.7,FA,"Yes this is contained in the Board
mandate under the section on
Conflict of Interest."
M,B.20,"Has the company appointed a
qualified and competent company
secretary who is a member in
good standing of ICPSK?",2.3.9,FA,Yes.
A or E,B.21,"Has the Board adopted policies
and processes to ensure oversight
of sustainability, environmental
and social risks and issues?","2.3.2,
2.3.6",FA,"Yes, these contained in various
policies in the Company's
subsidiary companies."
