Column,"8,621,228
52,927,188
2,472,191
16,988,881
115,587,723
-
3,397,362
9,349,759
1,407,363
113,547
3,817,487",Column,"7,871,308
51,190,442
2,472,191
16,445,626
63,122,632
-
1,339,229
9,349,759
905,178
104,111
1,089,892",Column
"8,044,783",,"4,494,062",,"3,550,720"
"76,244,871",,"76,244,871",,-
"2,391,101",,"2,391,101",,-
"12,743,630",,"12,743,630",,-
"130,535,814",,"66,066,028",,"64,469,782"
"17,500",,"17,500",,-
"3,663,272",,"2,038,746",,"1,624,527"
"9,349,759",,"8,882,271",,"467,488"
"2,444,394",,"1,613,706",,"830,688"
"83,026",,"87,614",,"(4,588)"
"3,220,573",,"250,221",,"2,970,352"
"248,738,719","214,682,729","174,829,751","153,890,368","73,908,968"
,"119,328,219
36,506,824
1,402,810
3,867,718
3,061,063
3,986,138
6,389,083
-",,"62,232,770
36,517,365
803,853
3,867,718
3,061,063
2,733,649
4,937,001
-",
"154,660,772",,"84,638,490",,"70,022,282"
"38,707,135",,"38,707,135",,-
-,,-,,-
"362,630",,"362,630",,-
"2,427,563",,"2,427,563",,-
"3,989,292",,"2,444,966",,"1,544,276"
"5,596,773",,"3,403,215",,"2,193,616"
"38,859",,"38,859",,-
"205,783,032","174,541,855","132,022,858","114,153,419","73,760,174"
,-,,,
"42,955,687","40,140,874","42,806,893","39,736,949","148,794"
"248,738,719","214,682,729","174,829,751","153,890,368","73,908,968"
