"31 December
2010
Shs’000
5,444,892
2,940,007
29,508
19,058,210
75,224,630",Column,"31 December
2010
Shs’000
859
-
-
-
-",Column
"16,239,669
58,984,961","25,081,964
45,840,448","-
-","-
-"
"-
1,446,115
100,111
1,911,102
-
71,622
10,434,405
1,726,053
158,846
-
21,534,701","-
5,961,542
337,675
2,962,665
412,000
73,654
10,434,405
2,074,927
166,882
11,424
-","243,009
-
14,294,644
5,138
-
-
-
-
140,031
-
661,505",
"140,080,202","127,690,950","15,345,186",
"24,768,615
21,833,761","20,341,602
19,451,787","15,147,776
15,147,776",
"1,368,421
13,586,847
4,676,820
2,201,673","1,368,421
13,586,847
3,184,382
1,312,137","1,368,421
13,586,847
192,508
-","1,368,421
13,586,847
(64,670)
-"
"2,934,854","889,815",-,
"115,311,587","107,349,348","197,410",
"-
729,153
85,694,598","16,228
-
82,534,005","-
-
-",
"14,269,483
71,425,115","21,059,626
61,474,379","-
-","-
-"
"7,066,362
3,118,581
-
246,827
200,443
18,255,623","5,256,618
19,493,754
-
-
48,743
-","-
18,914
178,496
-
-
-",
"140,080,202","127,690,950","15,345,186",
