"2013
KShs’000 %"
"8,994,916 13%
171,045 0%
10,761,364 16%
783,051 1%
13,398,182 19%
3,924,220 6%
1,790,680 3%
2,000,881 3%
27,309,153 40%"
"69,133,492 100%"
