4 000 000,3 998 451,"12,95%",15-Dec-14,15-Dec-21
3 052 017,3 054 502,"6,82%",28-Feb-18,28-Feb-28
2 018 400,2 074 06,"6,28%",30-Jan-19,12-Dec-28
9 070 417,9 127 015,,,
