"31 Dec 2025
‘KShs’000
(Audited)"
"22,016,755"
"(964,246)"
"(4,887,512)"
"16,164,997"
"16,336,032"
"32,501,029"
"9,447,563"
"(6,796,713)"
"35,151,879"
"(584,506)"
"76,236,253"
"110,803,626"
