Column,SB 1 – 12,Column,SB 13 – 20,Column
"Gross
carrying
amount
KShs
million","Stage 1
KShs
million","Stage 2
KShs
million","Stage 1
KShs
million","Stage 2
KShs
million"
89 561,–,–,59 526,–
"34 783
13 127
515
41 136","–
–
–
–","–
–
–
–","25 660
9 119
294
24 453","–
–
–
–"
87 034,20 275,–,45 733,5 315
176 595,20 275,–,105 259,5 315
38 110,26 582,–,11 528,–
214 705,46 857,–,116 787,5 315
(18 419),,,,
196 286,,,,
