Column,Column,Column,Column,Column,Collateral coverage - Total,Column,Column
Total exposure,"Unsecured
exposure","Secured
exposure","Netting
agree-
ments","Secured
exposure after
netting","Greater than
0% to 50%","Greater than
50% to
100%","Greater
than 100%"
"79,301,789
40,968,659
51,101,325","5,115,521
40,968,459
49,322,040","74,186,268
200
1,779,285","-
-
-","74,186,268
200
1,779,285","1,375,796
-
-","13,545,388
-
-","59,265,084
200
1,779,285"
"35,159,952","8,869,679","26,290,273",-,"25,839,375",-,-,-
"11,200,660
23,959,292","-
8,869,679","11,200,660
15,089,613","-
-","11,200,660
14,638,714","-
-","-
-","-
-"
"209,531,725","104,275,699","102,256,026",-,"101,805,127","1,375,796","13,545,388","61,044,569"
"3,611,089",,,,,,,
"2,213,047
1,398,042",,,,,,,
"(1,900,038)
(41,026,986)",,,,,,,
"167,215,790",,,,,,,
"9,466,550
3,003,522
21,948,112
23,205,351
3,391,972
2,352,592
103,847,691",,,,,,,
"167,215,790",,,,,,,
