"Notes (continued)
42 Related party transactions (continued)",Column,Column,Column,Column,Column,Column
"42 (g) Amounts due from related companies
Standard Bank Jersey Limited
Stanbic Bank Uganda Limited
Standard Bank of South Africa Limited
Standard Bank Malawi Limited
Stanbic Uganda Holdings Limited
Standard Bank de Angola S.A.",,,,,,
,,,,,"2024
KShs Million","2023
KShs Million"
,,,,,"3
57
793
1
6
-","7
-
388
1
12
14"
,,,,,860,422
Provisions on regional costs balances,,,,,-,(14)
,,,,,860,408
Movement analysis,,,,,,
"At 1 January
Additions
Receipts
Write-off
Closing Balance
Provisions on regional costs balances
At 31 December",,,,,"422
1,900
( 1,462)
-","456
1,355
(1,092)
(297)"
,,,,,"860
-","422
(14)"
,,,,,860,408
"42 (h) Other payables due to related companies
GROUP COMPANY",,,,,,
"Standard Bank of South Africa Limited
Stanbic Bank Uganda Limited
Standard Bank Malawi Limited",,,"2024
KShs Million","2023
KShs Million","2024
KShs Million","2023
KShs Million"
,,,"1,033
11
-","981
20
1","-
-
-","-
-
-"
,,,"1,044","1,002",-,-
,There is no interest accruing for thes,e outstanding liabilities.,,,,
42 (i) Related party expenses,,,,,,
,The Group incurred the following rel,ated party expenses payable to Standard Bank of South Africa:,,,,
GROUP,,,,,,
"Franchise fees
Information technology
Other operating costs",,,,,"2024
KShs Million","2023
KShs Million"
,,,,,"1,148
687
345","1,221
763
352"
,,,,,"2,180","2,336"
