Group
"2013
KShs’000"
"20,106,357
14,607,842"
"34,714,199"
"11,138,654
9,747,435
18,780,499
31,042,336
324,607"
"71,033,531"
"(955,995)
(944,044)"
"(1,900,039)"
"69,133,492"
"15,135,738
578,829
6,359,108
1,711,293
18,127,177
27,221,347"
"69,133,492"
