Column,"1,368,421","13,586,847","192,508","15,147,776"
,-,-,"120,094","120,094"
Income for the year,-,-,"120,094","120,094"
,-,-,-,-
,-,-,"(220,220)","(220,220)"
,-,-,"(867,453)","(867,453)"
,-,-,"(1,087,673)","(1,087,673)"
,"1,368,421","13,586,847","(775,071)","14,180,197"
