"2013
KShs’000",Column,"2013
KShs’000"
"7,252,194
(2,619,134)
149,745","5,740,280
(2,152,696)
-","287,823
-
149,745"
"4,782,805","3,587,584","437,568"
"(2,983,651)
1,339,081
1,036,253
(7,948,837)
(615,702)
(401,769)
19,821,076
19,540,588
2,720,113","(1,893,087)
(1,449,081)
(224,219)
2,232,202
165,889
524,939
899,629
947,831
(2,445,022)","-
-
-
-
-
(163)
-
-
(273,125)"
"32,507,152","(1,240,919)","(273,288)"
"37,289,957","2,346,665","164,280"
"(301,747)
(49,249)
2,783
-","(283,160)
(16,151)
4,159
-","-
-
-
-"
"(348,213)","(295,152)",-
"-
(249,053)
(849,979)","3,918,729
(200,000)
(388,554)","-
(249,053)
-"
"(1,099,032)","3,330,175","(249,053)"
"35,842,712","5,381,688","(84,773)"
"4,312
5,809,769","(44,826)
472,907","-
177,680"
"41,656,793","5,809,769","92,907"
