"Notes (continued)
37 Current income tax asset/ (liability)
The current income tax payable and current income tax receivable have been separately recognised as Kenya
and South Sudan have no legal enforceable right to set off current tax.
The tax receivable/(payable) from the tax authorities in the jurisdictions of operations are highlighted below;
GROUP",Column,Column,Column,Column
Note,,,"2024
KShs Million","2023
KShs Million"
"Kenya operations 37 (a)
Foreign operations 37 (b)
As at 31 December",,,"1,461
(20)",
,,,,(119)
,,,"1,441","(2,192)"
"37 (a) Current income tax asset/ (liability)
GROUP COMPANY",,,,
"Note
At 1 January
Exchange difference on translation
Current income tax charge 16
Income tax paid
Prior year over-provision
Tax reallocation","2024
KShs Million","2023
KShs
Million","2024
KShs Million","2023
KShs Million"
,"(2,192)
91
(4,637)
8,723
(544)
-","(1,409)
-
(7,231)
6,173
327
(52)","13
-
(12)
8
-
-","10
-
-
3
-
-"
,"1,441","(2,192)",9,13
Made up of:,,,,
"Tax payable
Tax recoverable","(20)
1,461","(2,192)
-","-
9","-
13"
,"1,441","(2,192)",9,13
"37 (b) Current income tax asset/ (liability)
Foreign operations
GROUP",,,,
Note,,,"2024
KShs Million","2023
KShs Million"
"As at 1 January
Current tax charge
Tax paid
Exchange difference on translation",,,"( 119)
( 47)
6 8
9 1","-
(266)
131
-"
Transfer to tax receivable/ (payable) account prior year 37 (a),,,-,21
Prior year-provision,,,( 13),(5)
"Transfer to tax payable/ (receivable) account 37 (a)
As at 31 December",,,2 0,119
,,,-,-
