"GROUP
Year ended
31 December",Column,Column
"2023
KShs.
Million","2022
KShs.
Million","2023
KShs.
Million"
"12,158
(223)
(144)","9,060
(370)
(58)","5,561
-
-"
(367),(428),-
"11,791","8,632","5,561"
