17 251 087,Column,11 978 572,Column,5 272 515
70 077 921,,70 077 921,,-
1 611 661,,1 611 661,,-
38 378 001,,37 720 224,,657 777
152 816 570,,70 858 522,,81 958 048
4 911 019,,2 326 373,,2 584 646
17 500,,17 500,,-
3 371 044,,1 320 231,,2 050 813
9 349 759,,8 882 271,,467 488
1 315 356,,570 875,,744 481
-,,-,,-
4 397 153,,2 952 715,,1 444 438
127 521,,127 521,,-
303 624 592,290 570 254,208 444 386,205 111 274,95 180 206
,"191 584 675
27 909 239
-
1 039 984
-
1 881 658
10 040 568
6 426 697
7 064 013
-",,"101 263 763
27 909 239
-
742 739
-
1 868 003
10 040 568
3 661 863
1 737 539
-",
194 222 319,,93 981 420,,100 240 899
30 450 594,,30 450 594,,-
1 370 953,,620 607,,750 346
397 781,,373 735,,24 046
25 273,,6 742,,18 531
2 756 760,,2 756 760,,-
1 486 826,,1 486 826,,-
14 725 225,,9 654 075,,5 071 150
9 127 015,,5 339 828,,3 787 187
27 081,,27 081,,-
254 589 827,245 946 834,144 697 668,147 223 714,109 892 159
49 034 765,44 623 420,32 780 750,29 512 853,16 254 015
-,-,30 965 968,28 374 708,(30 965 968)
303 624 592,290 570 254,208 444 386,205 111 274,95 180 206
