"Notes (continued)
23 Loans and advances (continued)
23 (f) Loans to employees
The aggregate amount of loans and advances to employees on the statement of financial position is:
GROUP",Column,Column,Column,Column,Column
"At start of year
New loans issued
Interest on loans
Loan repayments
At end of year",,,,"2021
KShs Million","2020
KShs Million"
,,,,"3,798
1,635
470
(1,699)","3,798
1,073
336
(1,505)"
,,,,"4,204","3,702"
"24 Other assets and prepayments
GROUP COMPANY",,,,,
Note,,"2021
KShs Million","2020
KShs Million","2021
KShs Million","2020
KShs Million"
"Uncleared effects
Off market loan adjustment
Trade receivables and
prepayments
Due from related companies 42 (g)
Others",,"1,942
651
824
259
28","3,055
585
735
330
54","21
-
-
-
-","20
-
-
-
-"
,,"3,704","4,759",21,20
"25 Investment in subsidiaries an
25 (a) Investment in subsidiaries",,,,,
Company,,,,,
Company,,"Beneficial Country of 2021
ownership Incorporation KShs Million",,,"2020
KShs Million"
Stanbic Bank Kenya Limited,,"1 Kenya 18,010",,,"18,010"
"SBG Securities Limited
Stanbic Bancassurance Intermediary
Limited (formerly Stanbic Insurance Agency
Limited)",,"1 Kenya 166
1 Kenya 42",,,"166
42"
Stanbic Kenya Foundation Limit,ed,1 Kenya -,,,-
,,"18,218",,,"18,218"
