48,48,-,-,-,48
1,1,)1(,)1(,-,-
-,-,-,-,-,-
03,03,-,-,-,03
)6(,)6(,-,-,-,)6(
21,21,-,-,-,21
-,-,-,-,-,-
42,42,-,-,-,42
-,-,-,-,-,-
35,35,1,1,-,45
