Jun-14,Jun-13,Change
Kes millions,Kes millions,%
"39,080",,
"19,296",,
"78,190",,
"16,892",,
"2,301",,
"9,971",,
"165,730",,
"19,850",,
"94,787",,
"4,994",,
"11,013",,
"35,086",,
"165,730",,
"23,403",,
"11,349",,
"12,054",,
