Column,(F( Holdings,(F( Investments,Column
,Limited,Limited,Total
,2004,2004,2004
,Sh'OOO,Sh'OOO,Sh'OOO
Total acquisition cost,"1,269,798","634,582","1,904,380"
Fair value of assets acquired,"4,539,085","2,324,136","6,863,221"
Fair value of Liabilities and contingent liabilities,"(2,558,210)","(1,279,105)","(3,837,315)"
Actuarial value of the life fund,"(1,470,782)","(735,391)","(2,206,173)"
Net fair value of assets acquired,"510,093","309,640","819,733"
Goodwill,"759,705","324,942","1,084,647"
