Name Mar Aug
Mr Gayling R. May  
Mr Kitili Mbathi  
Mr Jeremiah G. Kiereini  
Ms Rose Kimotho  
Mr. Edward Njoroge n/a 
Mrs Jane Babsa-Nzibo n/a 
