9 449 325,Column,1 903 072
(3 197 531),,-
6 251 794,"8 382 232
(18 304 930)
23 739 044
7 425 131
(6 127 940)
(506 989)
(8 917 831)
829 868
36 923 903
9 677 938",1 903 072
(6 212 453),,-
8 954 758,,-
4 417 727,,
(2 337 726),,-
(1 183 460),,(20 000)
4 424 230,,-
8 298 527,,20 457
2 637 644,,-
(8 553 742),,-
16 697 299,53 120 426,1 903 529
,"(17 756 778)
(362 603)
(145 907)
7 745
-",
8 310 888,,-
(541 042),,-
(64 575),,-
6 400,,-
(346 143),,-
7 365 528,(18 257 543),-
,"(2 470 761)
3 074 770",
(1 897 544),,(1 897 545)
2 063 002,,-
165 458,604 009,(1 897 545)
24 228 285,"35 466 893
(282 950)
25 856 454",5 984
(57 992),,-
61 040 397,,130 867
85 210 690,61 040 397,136 851
