Salaries and wages,"5,076,130","4,703,835",-,-
Retirement benefit costs,"364,454","331,307",-,-
,"5,440,584","5,035,142",-,-
Included in retirement benefit costs are;,,,,
Defined contribution scheme,"358,283","325,668
5,639",-,-
National Social Security Fund,"6,171",,-,-
,"364,454","331,307",-,-
