1H20,1H19,change
KES m,KES m,%
,"94,099",
,"15,172",
,"161,912",
,"28,287",
,"3,306",
,"10,534",
,"313,310",
,"36,433",
,"201,551",
,"9,185",
,"19,312",
,"46,829",
,"313,310",
,"74,606",
,"2,532",
,"72,074",
