Total,Column,Sudan,Column,Kenya
"Kshs’000
2013",,"Kshs’000
2013",,"Kshs’000
2013"
"10,336,492
(2,794,378)","11,653,458
(5,110,671)","27,891
-","4,916
-","10,308,601
(2,794,378)"
"7,542,114","6,542,787","27,891","4,916","7,514,223"
"(766,601)","(635,429)",-,-,"(766,601)"
"6,775,513","5,907,358","27,891","4,916","6,747,622"
"3,189,124
(308,398)","2,718, 045
(174,846)","621,734
(26,228)","168,602
(1,473)","2,567,390
(282,170)"
"2,880,726","2,543,199","595,506","167,129","2,285,220"
"5,659,242
121,000","4,973,862
32,496","1,231,480
-","618,609
-","4,427,762
121,000"
"5,780,242","5,006,358","1,231,480","618,609","4,548,762"
"(4,030,095)
(623,358)
(3,559,023)","(3,543,387)
(639,344)
(4,686,096)","(278,394)
(31,663)
(620,677)","(195,080)
(9,656)
(396,489)","(3,751,701)
(591,695)
(2,938,346)"
"7,224,005","4,588,088","924,143","189,429","6,299,862"
"(2,096,849)","(1,578,197)","(176,836)","(38,839)","(1,920,013)"
"5,127,156","3,009,891","747,307","150,590","4,379,849"
