Impaired loans and advances,"4,858,394","3,023,730"
Provision for impairment losses (Note 22 (c)),"(1,271,153)","(1,103,066)"
Recoverable amount of impaired loans and advances,"3,587,241","1,920,664"
Interest in suspense,"687,954","346,342"
