36,Other liabilities and accrued expenses,Column,Column,Column,Column,Column
36 (a),Other liabilities and accrued expenses,,,,,
,,,GROUP,,COMPANY,
,,Note,"2022
KShs Million","2021
KShs Million","2022
KShs Million","2021
KShs Million"
,Accruals,,"3,354","2,909",29,15
,Deferred bonus scheme,36 (b),139,103,-,-
,Unpresented bank drafts,,67,73,-,-
,Margin on guarantees and letters of credit,,"2,820","1,287",-,-
,Items in transit,,326,194,-,-
,Due to group companies,42 (h),898,934,-,-
,Sundry creditors,,"3,180","1,491",92,114
,Expected credit losses on off balance sheet items,43 (c),115,158,-,-
,,,"10,899","7,149",121,129
,"Sundry creditors relate to accounts payable, credits in transit, PAYE and VAT payables.",,,,,
