"Notes (continued)
20 Financial assets and liabilities – FVTPL (continued)
20 (b) Financial liabilities – FVTPL (continued)",Column,Column,Column
21 Financial assets – (FVOCI) GROUP,,,
Financial assets – (FVOCI),,"2024
KShs Million","2023
KShs Million"
,,"15,462","19,892"
,,"15,462","19,892"
Debt securities – at fair value:,,,
"Listed
Unlisted",,"9 ,330
6 ,146","7,964
11,934"
,,"1 5,476","19,898"
Comprising:,,,
"Government bonds
Government treasury bills
Corporate bonds
Allowances for impairments
Expected credit loss for debt securities measured at fair value through",,"9,330
6,146
-","7,964
11,772
162"
,,"1 5,476","19,898"
"OCI (IFRS 9)
Credit impairment losses(Note 21.1)",,( 14),
,,( 14),( 6)
,Net debt securities at FVOCI,,
,,"1 5,462",
Maturity analysis,,,
"Maturing within 1 month
Maturing after 1 month but within 6 months
Maturing after 6 months but within 12 months
Maturing after 12 months but within 5 years",,"-
8,766
5,688
1,008","985
11,799
188
6,920"
,,"15,462","19,892"
