31,DEPOSITS DUE TO BANKING INSTITUTIONS,Column,Column
,,2004,2003
,,Sh'OOO,Sh'OOO
,GROUP AND BANK,,
,Maturing within 90 days,"1,464,202","1,170,840"
,Maturing after 90 days,,"50,688"
,,"1,464,202","1,221,528"
,The weighted average effective interest rate for deposits due to,,
,banking institutions at 31 December 2004 was 9%(2003 - 2%).,,
32,LINE OF CREDIT,,
,African Development Bank,"393,250",
