"5,746,551","4,839,433
10,602,683
12,746,987
(5,578,951)",Column
"5,746,551",,
"12,777,274",,
"12,777,274",,
"23,181,591",,"108,840"
"23,181,591",,
"(2,116,494)",,
"(2,116,494)",,
"39,588,922","22,610,152","108,840"
"39,588,922",,
