1H 2024,1H 2023,Change %
"74,600",,
"122,557",,
"238,844",,
"61,930",,
"497,930",,
"27,918",,
"359,656",,
"10,481",,
"30,515",,
"428,570",,
"69,361",,
"497,930",,
