"Notes (continued)
38 Deferred income tax asset/ (liability)
38 (b) Deferred income tax asset/ (liability)
Foreign operations GROUP",Column,Column,Column,Column
Note,,,"2021
KShs Million","2020
KShs Million"
"At start of year
Debit/(credit) to statement of profit or loss 16
Debit to other comprehensive income
Exchange difference on translation
At end of year",,,"( 1)
1 9
-
-",
,,,18,(1)
,The total amount disclosed as deferred inco,me tax liability is a non-current liability.,,
"As the functional currency of Stanbic Bank South Sudan branch is the currency of a hyperinflationary economy,
deferred tax relating to this branch is recognised using the liability method, providing for temporary differences
arising between the tax bases of assets and liabilities and their restated carrying amounts.",,,,
"Year ended 31 December 2021
Arising from:
Property and equipment
Other provisions
Right-of-use assets
Net deferred income tax asset",,"GROUP
(Credited)/
charged to Translation
01.01.2021 31.12.2021
statement of difference
profit or loss",,
,,"(3) 2 - (1)
- 7 - 7
2 10 - 12",,
,,(1) 19 - 18,,
"GROUP
(Credited)/
charged to
01.01.2020 Credited to OCI 31.12.2020
statement of
Year ended 31 December 2020 profit or loss
Arising from:
Property and equipment (5) 2 - (3)
Right-of-use assets (20) 6 1 6 2
Net deferred income tax liability (25) 8 16 (1)",,,,
