Responses,Column,Column
"Application – FA, PA or NA
– see Notes 1, 2, 3 and 4",Application or Explanation – Note 2,Source of information
FA,"The Audit Committee oversees the integrity of the
process and for truthful and factual presentation.
It further endorses the approval of the financial
statements to the Board. Disclosures on this are
made in the Annual Integrated Report in the
section on Corporate Governance detailing the
mandate and activities of Board Committees.
This is indicated in Section 7.2 of the BAC Mandate
and Section 3.1.1 of the Board Mandate.",
FA,"Yes. This is contained in the section on the Report
of the Directors and the Statement of Directors’
Responsibilities. The external auditor’s statement is
contained within the Independent Auditor’s Report.",
FA,"Yes. The Company uses a reputable firm of
qualified auditors and the independence of the
external auditors is confirmed in the Post-Audit
Report on an annual basis. Disclosure of this is
made in the Annual Integrated Report. There is
also a confirmation on a quarterly basis at the
subsidiary Bank Board Credit Committee.",
FA,"Yes. This is part of the Agenda that is circulated with
the AGM Notice at least 21 days prior to the AGM.
The proceedings are reflected in the AGM Minutes.",
FA,"The Company’s Annual Integrated Report is
prepared in an integrated basis using the Global
Reporting Initiative.",
FA,"Yes there are various risk management policies
implemented by the Company’s subsidiary
companies. This is approved by the Board Risk
Committee of the banking subsidiary. Reports can
be found in the Board Risk Committee Meeting
Minutes. Further, the banking subsidiary applies
the Equator Principles in its lending activities for
applicable projects.",
FA,"Yes. These are covered within the Board, BAC
Mandate, as well as the Board Risk Committee and
Board Technology and Information Mandates of the
Company's banking subsidiary. The risks are
discussed on a quarterly basis at the Group Board
and Committee meetings.",
FA,"Yes. The review is undertaken during the quarterly
Board Risk Committee and Board Technology and
Information Committee Meetings of the banking
subsidiary, BAC Meetings and Board Meetings.
The shareholders are informed through the
Annual Integrated Report, in the section
concerning Risk Management.",
