"Year ended 31 December 2013
Personal and Business Banking
- Mortgage lending
- Instalment sales and finance leases
- Card debtors
- Other loans and advances
Corporate and Investment Banking
- Corporate lending","Total loans
and advances
to customers
KShs’000
2013
N=A+B+C+L",Performing loans,Column,Column,Column
,,"Neither past due nor
specifically impaired",Not specifically impaired,,
,,"Normal Close
monitoring monitoring
KShs’000 KShs’000
2013 2013
A B","Early
arrears
KShs’000
2013
C","Non-
performing
KShs’000
2013
D",
,"34,591,883
11,590,922
8,404,964
324,607
14,271,390
36,441,648
36,441,648","28,492,057 143,215
9,998,666 -
6,123,558 -
233,343 -
12,136,490 143,215
27,730,874 2,948,193
27,730,874 2,948,193","4,614,450
1,435,845
1,923,314
70,298
1,184,993
5,319,895
5,319,895","-
-
-
-
-
-
-","660,117
156,378
304,462
-
199,277
404,298
404,298"
Total recognised loans and advances to customers,"71,033,531","56,222,931 3,091,408","9,934,345",-,"1,064,415"
Percentage of total loans and advances (%),,79.15% 4.35%,13.99%,0.00%,1.50%
"Less;
Balance sheet impairment for performing loans
Balance sheet impairments for non-performing specifically
impaired loans","(944,044)
(955,995)",,,,
Net loans and advances to customers,"69,133,492",,,,
