Retainer,"Sitting
allowance","Total
Company","Total Group
subsidiaries","Total
Group"
400 000,900 000,1 300 000,9 024 000,10 324 000
–,–,–,1 841 000,1 841 000
75 000,240 000,315 000,1 553 000,1 868 000
300 000,600 000,900 000,6 143 000,7 043 000
150 000,360 000,510 000,3 088 000,3 598 000
300 000,600 000,900 000,6 005 000,6 905 000
300 000,600 000,900 000,5 893 000,6 793 000
300 000,840 000,1 140 000,6 074 000,7 214 000
300 000,900 000,1 200 000,4 703 000,5 903 000
225 000,600 000,825 000,3 520 000,4 345 000
150 000,240 000,390 000,2 442 000,2 832 000
2 500 000,5 880 000,8 380 000,50 286 000,58 666 000
