"2011
Shs’000",Column,"2011
Shs’000",Column
"7,104,647
21,818,882
3,643,897
6,377,410
94,884,596","5,444,892
19,058,210
2,940,007
29,508
75,224,630","47,453
-
-
-
-",
"30,627,842
64,256,754","16,239,669
58,984,961","-
-","-
-"
"-
2,475,765
-
2,299,202
68,669
9,349,759
1,373,214
158,846
616,128
-","-
1,446,115
100,111
1,911,102
71,622
10,434,405
1,726,053
158,846
-
21,534,701","10,866
10,950
14,294,644
166
-
-
-
140,031
-
-",
"150,171,015","140,080,202","14,504,110",
"19,329,127
19,329,127","24,768,615
21,833,761","14,180,197
14,180,197",
"1,368,421
13,586,847
5,289,343
(915,484)","1,368,421
13,586,847
4,676,820
2,201,673","1,368,421
13,586,847
(775,071)
-","1,368,421
13,586,847
192,508
-"
-,"2,934,854",-,
"130,841,888","115,311,587","323,913",
"6,429,260
648,671
107,681,320","-
729,153
85,694,598","-
-
-",
"33,674,186
74,007,134","14,269,483
71,425,115","-
-","-
-"
"7,086,285
8,408,629
-
587,723
-
-","7,066,362
3,118,581
-
246,827
200,443
18,255,623","-
103,296
220,617
-
-
-",
"150,171,015","140,080,202","14,504,110",
