"Group & Company
2025 2024",Column
,"9,424
1,512
170
823"
,"11,929"
,(781)
,"1,179
276
500
120"
,"2,075"
,"682
82"
,764
,"9,424"
,"276
607"
,"500
37"
,"1,420"
,378
,170
