"Motor Furniture & Office Computer
Building vehicles fittings equipment equipment Total",Column,Column,Column,Column,Column
,"Sh’000
12,772
-
-
-
-","Sh’000
87,183
-
-
-
-","Sh’000
40,801
793
-
-
136","Sh’000
79,275
294
(99)
-
(136)","Sh’000
334,240
1,087
(99)
(12,690)
-"
,"12,772
12,000
(12,772)
-","87,183
1,564
-
-","41,730
12
(1,489)
-","79,334
23,325
(14,952)
-","322,538
36,901
(29,213)
(38,354)"
,"12,000","88,747","40,253","87,707","291,872"
,"-
12,000","-
88,747","-
40,253","-
87,707","63,165
228,707"
,"12,000","88,747","40,253","87,707","291,872"
,"12,240
532
-
-","80,305
2,487
-
-","37,114
2,494
-
-","62,745
9,327
(99)
-","192,404
17,340
(99)
(2,500)"
,"12,772
2,250
(12,772)
-","82,792
2,587
-
-","39,608
1,035
(1,276)
-","71,973
8,344
(14,678)
-","207,145
16,438
(28,726)
(2,222)"
,"2,250","85,379","39,367","65,639","192,635"
,"9,750","3,368",886,"22,068","99,237"
,-,"4,391","2,122","7,361","115,393"
