Group,Column,Company,Column
2023,2022,2023,2022
,Sh’000,"Sh’000
(10,794)
-
(1,497)",Sh’000
,"(24,202)",,"(24,202)"
,"(1,604)",,"(1,604)"
,"(1,074)",,"(1,074)"
,"(26,880)","(12,291)
-
-
-","(26,880)"
,"(19,455)",,-
,"(1,283)",,-
,(859),,-
,"(21,597)",-,-
,,"(10,794)
(1,497)",
,"(46,544)",,"(25,806)"
,"(1,933)",,"(1,074)"
,"(48,477)","(12,291)","(26,880)"
