"Motor Furniture & Office Computer
Building vehicles fittings equipment equipment Total",Column,Column,Column,Column,Column
,"Sh’000
12,772
-
-
-
-","Sh’000
87,183
-
-
-
-","Sh’000
40,805
1,782
-
-
136","Sh’000
79,275
294
(99)
-
(136)","Sh’000
334,244
2,076
(99)
(12,690)
-"
,"12,772
12,000
(12,772)
-","87,183
1,564
-
-","42,723
12
(1,489)
-","79,334
23,325
(14,952)
-","323,531
36,901
(29,213)
(38,354)"
,"12,000","88,747","41,246","87,707","292,865"
,"-
12,000","-
88,747","-
41,246","-
87,707","63,165
229,700"
,"12,000","88,747","41,246","87,707","292,865"
,"12,240
532
-
-","80,305
2,487
-
-","37,117
2,701
-
-","62,745
9,327
(99)
-","192,407
17,547
(99)
(2,500)"
,"12,772
2,250
(12,772)
-","82,792
2,587
-
-","39,818
1,282
(1,276)
-","71,973
8,344
(14,678)
-","207,355
16,685
(28,726)
(2,222)"
,"2,250","85,379","39,824","65,639","193,092"
,"9,750","3,368","1,422","22,068","99,773"
,-,"4,391","2,905","7,361","116,176"
