"Cash equities and
interest rate market",Derivatives market,Total
,Sh’000,
,-,
,"16,678",
,41,
,"16,719",
,"7,933",
,-,
,-,
,"8,786",
,-,
,"12,128",
,96,
,"12,224",
,"3,806",
,-,
,-,
,"8,418",
