Group,Company
2021,
Sh’000,
"32,218",
"8,344",
"4,320",
380,
75,
600,
300,
40,
––––––,
"46,277",
=====,
43,
=====,
"4,500",
-,
"5,182",
213,
200,
––––––,
"10,095",
=====,
