Group,Column,Company,Column
2021,2020,2021,2020
Sh’000,Sh’000,Sh’000,Sh’000
"550,593","548,257","544,635","548,257"
"105,752","85,138","93,880","68,195"
"57,922","36,544","64,537","73,060"
––––––––,––––––––,––––––––,––––––––
"714,267","669,939","703,052","689,512"
"(500,010)","(467,212)","(486,518)","(457,507)"
"(3,389)","16,187","(1,910)","8,930"
––––––––,––––––––,––––––––,––––––––
"210,868","218,914","214,624","240,935"
"(78,334)","(50,996)","(71,305)","(49,562)"
––––––––,––––––––,––––––––,––––––––
"132,534","167,918","143,319","191,373"
"26,613","(5,764)","26,613","(5,764)"
––––––––,––––––––,––––––––,––––––––
"26,613","(5,764)","26,613","(5,764)"
––––––––,––––––––,––––––––,––––––––
108,(101),60,(56)
––––––––,–––––––,––––––––,––––––––
108,(101),60,(56)
––––––––,––––––––,––––––––,––––––––
"26,721","(5,865)","26,673","(5,820)"
––––––––,––––––––,––––––––,––––––––
"159,255","162,053","169,992","185,553"
=======,=======,=======,=======
Shs,Shs,Shs,Shs
0.51,0.65,0.55,0.74
=======,=======,=======,=======
