"Group Company
2025 2024 2025 2024",Column,Column,Column
,"Sh’000
44,915
-","Sh’000
127,550
-","Sh’000
40,698
-"
,"44,915","127,550",
,"1,887
(277)
(2)","(36,634)
-
-","1,607
-
-"
,"1,608","(36,634)","1,607"
,"46,523","90,916","42,305"
,"162,823","345,882","149,617"
,"48,847
19,188
(21,233)
(277)
(2)","103,765
35,869
(48,718)
-
-","44,885
19,188
(21,768)
-
-"
,"46,523","90,916","42,305"
,"(98,309)
44,915
(17,291)
-","(63,394)
127,550
(26,251)
(309)","(90,753)
40,698
(13,168)
(171)"
,"(70,685)","37,596","(63,394)"
