Group,Column,Company,Column
2023,2022,2023,2022
,Sh’000,Sh’000,Sh’000
,"2,215","2,215","2,215"
,,"36,238
6,531
12,525
4,352
4,471
-
1,500
-
-",
,"27,974",,"22,468"
,"12,849",,"12,849"
,"14,126",,"14,126"
,"2,660",,"2,660"
,"2,249",,"2,249"
,95,,95
,"1,500",,"1,500"
,"1,520",,-
,600,,-
,"63,573","65,617","55,947"
