"Execution Risk
Lack of focus on strategy
execution",arrow-alt-circle-right,"Assign responsibility of the strategy to respective role holders who
will be accountable for implementation"
,,Link the performance management with strategy KPI's
,,Communicate the strategy throughout entire organisation
,,"Evaluate the implementation of the strategy on a quarterly basis and
make readjustments as needed"
,,"Continuously review the organization structure to ensure the NSE
has the right capabilities to execute the strategy"
"Concentration Risk
Over dependency on
specific product offerings
and counters",arrow-alt-circle-right,"Customize NSE's product offering to meet the needs of the
customers in order to increase uptake"
,,"Engage with CMA and other market participants in marketing
initiatives"
"Reputation Risk
One-off incidences or
miscommunication by
the media that negatively
affect the NSE's reputation",arrow-alt-circle-right,"Work closely with CMA to enforce regulations and address
wrongdoings"
,,"Adopt a proper communication strategy with CMA and CDSC to
ensure aligned press briefings"
,,"Strengthen media relations to ensure consultation of information
before it is publicized"
"Dependency Risk
Not going live on
system upgrade, limited
cooperation by key
stakeholders",arrow-alt-circle-right,"Ensure system upgrade before January 2020 as key to strategy
execution"
,,"Dedicate NSE board members/ExCo to manage relationships with
key stakeholders"
,,"Engage market players early and often to gather input and obtain
buy-in for regulatory changes and product development"
"Market Risk
Macro economic or
political and security
events cause further drop
in market activity",arrow-alt-circle-right,"While NSE has made progress in product diversification, the uptake
of thee products have been low. Therefore NSE should develop a
marketing strategy and engage with key stakeholders e.g.. CMA and
market participants in creating public awareness to increase uptake
of the product offering by local investors to reduce the impact of
negative dips in market"
